,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,149.161425070518,266.139315698828,445.61301600021,625.736894132362,699.49093897114,808.407793766724,1180.99959611953,837.548332906926,797.256830970391,1093.02230782557,1105.11244021577,574.775009614286,366.709253797308,243.164470533085,267.973995032216,117.42457277438,91.3183935104507,62.9858834925523,79.1254941903967,73.3051099729513,30.4522710365139,17.7661279984639,6.20311594051318,-0.792002630318497
1,148.67768032083,260.404856649251,349.781620274049,511.027653207739,627.524051806118,718.218549216295,817.100073857026,814.91600841659,858.789871128339,962.944905447452,791.768776553264,913.930014433497,653.39278368044,282.047861713043,177.475216059961,206.015083567858,237.331696356977,373.193063983141,21.5582652556059,16.3591650562402,16.3038929679207,16.0701625659122,15.9189728885177,10.7250593082112
2,163.197210060217,179.560644556759,240.341222679739,335.091795648282,415.333029752528,558.971107796395,551.05440693666,734.817875653088,998.01170663367,1176.33432077549,974.89933829039,648.544072584776,767.981665006627,441.989033545679,259.981667152074,400.740662074337,322.304661038085,37.9396893284911,32.6636372949556,35.064387557907,35.7543956194255,39.1917724238138,30.7702209757173,19.4464853012718
3,89.387329953181,161.491043025338,214.381255655265,236.654914978602,319.538213904323,416.052076444436,573.330587160677,893.331574066476,939.910309571967,993.779275300054,828.709089670583,445.412577578037,335.855414009664,334.323296394093,324.816229022218,299.940195654074,81.3813248459435,44.2408629418482,196.742191778324,332.191043508064,108.713412747068,367.880882615601,249.398175189725,1.26586491297797
4,47.2836061537867,98.4309806893644,46.4396836966917,147.960242714463,260.816192549612,322.783256714043,489.851765676382,781.537674324305,622.529986649954,569.971352913759,368.450927986449,284.84010785164,203.431160370583,257.23603085797,254.379850387226,371.201606081914,241.119751900464,156.467317059042,96.0985575620852,87.1864227507532,78.6069931930318,92.5786293058459,167.465309456649,250.572378544882
5,35.5547885581145,55.8534509253046,133.121738584745,139.934231310337,161.769414823861,280.560262130762,347.080126559941,409.288231738354,453.959825424946,533.317457022666,335.340506636673,251.105683129221,299.107869340109,442.015261639991,752.326335420317,435.874508491413,302.816811511183,163.170070150766,92.7252706347789,44.5310722463317,15.9923042802212,14.4739175279297,31.5707195776901,28.257462268285
6,117.140086450802,35.6105111903854,101.752401426079,176.420353215731,231.440887829038,337.157807846223,561.386881554677,698.500815001826,616.008362953916,573.839058191506,331.989049636534,297.985585811727,465.614968357333,478.853236916928,656.625436531498,664.926708835435,585.145029561583,527.884969692874,416.290489285368,174.265626768318,78.7027337826973,39.5340249182987,0.199044471369809,3.44526239626091
7,286.111660882004,143.734086814456,35.6105111903854,58.3983806163119,92.2778375821237,301.334307366447,427.487954653824,487.259528870481,527.118991339365,433.768859152988,401.161652487941,405.203192640257,393.889658568139,397.534988224176,365.66415273869,248.017794340632,214.21525166366,167.433556835315,197.828217245857,214.680170112523,629.848107688586,68.1355472204925,9.27783168214339,0
8,137.67255431066,338.214601593102,118.758021961872,91.5784217338111,223.903341158853,323.277460519745,436.728986549654,613.833952026724,548.823678015547,545.950923963736,595.527922193205,639.509057274327,611.869258581655,592.838603893022,317.491618005238,227.802262696087,78.5018126348615,37.2453635541052,37.2453689177237,148.836979789349,0,0,0.506828476308629,0.414729139949142
9,68.7991340974344,371.192112477225,250.818514996409,74.9038437299032,181.75929903943,331.611772713449,454.555884345368,649.6521961604,779.194845777196,821.597467942993,1098.39397172193,1222.49844857336,1267.4434258933,1224.86541340358,425.572284681559,139.104533169421,37.2453635541052,37.2453635541052,37.2453689177237,40.5150629179265,0,0,0,0
10,0,368.287283986971,316.686807054016,178.917546702367,254.518821741749,310.207555943882,423.280088692795,578.34557042887,901.116329911881,702.417865569485,1140.05909634829,889.353378248274,1127.66270134353,971.733730670189,1017.80935876332,736.627560524412,454.051489664575,46.54101854042,37.3124195122003,45.419620009086,0,0,0,0
11,0,510.482334118031,429.294260445513,321.273344478933,212.317549813266,269.685847502672,342.286875279243,432.377482886034,356.027553980797,1066.10016128401,1310.58247287484,1578.23078899364,1417.88166034028,946.18627954214,322.989434207979,415.22318284629,285.182574890864,301.241892220232,37.273045189022,40.3937271409285,20.2754271719839,0,0,0
12,0,724.02359348492,699.252794311132,519.537516633922,406.052414352399,315.727577527082,306.819036340124,296.009360586951,419.048783719058,582.264766443916,828.021473782901,1711.89859757468,2000,1477.49184327721,698.682105306067,294.667651427017,136.757199182799,43.1633924457725,43.3615996026631,27.4362600990231,30.4560684783897,0,0,0
13,0,257.932067626647,764.614921693852,752.932424307275,829.891767542921,471.655690021471,311.684803742518,283.406573543523,360.157432929292,448.763122763036,637.864035489991,804.908032715927,1464.11176064531,1829.72656809409,1280.10263820302,1020.16023273813,626.976426360468,490.699861028646,75.1748673711243,226.842282262567,27.4362600990231,0,0,0
14,0,290.676475652122,785.147389553709,533.580435236184,515.948504971806,552.170039578141,408.390683823809,309.933475040133,252.305685489213,345.245339954184,451.818722568444,872.75780634441,650.754419755709,1143.3335854234,1761.85212182065,1531.03899189718,1522.36602083337,1141.45846440676,882.57805539867,495.042192904684,38.854132641212,6.25934275292009,0,0
15,0,37.114410809193,1046.82224378397,710.815146644011,725.344116351903,481.924820305372,479.80511828656,323.424423665786,269.994148292251,210.124205312879,316.821112060472,399.705376437517,455.553678289092,1003.65047872977,664.913299789263,556.221716969362,691.831691797901,885.685199577561,1339.32449516282,511.687378279383,53.6514173629984,12.8327253671799,0,0
16,0,116.59814644073,660.443260157487,947.973437215896,848.898822310293,736.076180545834,564.836760953716,464.663945166656,284.893475855403,155.752239444801,163.08291135065,209.444044854868,264.072659866671,339.401892177323,597.622415205215,542.774589106598,214.596336755858,320.989233608648,399.656782054191,91.5202801096109,13.0611672413784,12.2691217021121,-0.001950738382536,0
17,0,0,332.79493331145,731.126633422959,1082.35246160588,901.808236694338,510.641150860888,315.950596783009,251.77313181146,264.268324668408,199.012557839921,96.3848138797573,165.934103656218,179.105005167846,236.164251161089,298.46080240805,419.564924724297,77.3853218144263,53.3948057646026,41.6657307152439,69.8632760016155,116.560332930526,11.56595668449,2.85230096550496
18,0,0,427.104563205685,749.285700110437,928.801719361536,1034.49074856268,1053.14594995851,775.906947655911,571.452784334801,306.619456096906,220.772275241591,172.320403258291,74.3215156727613,58.5584846276013,64.7483685213523,120.051404919404,132.594280344537,36.4922686121584,22.5317083714821,88.3311262043335,84.2487152792863,182.160336792331,40.6331000695661,-0.261793229289862
19,0,0,178.428277425656,308.603458568461,896.926271164168,1053.86145666223,1044.81464139115,977.189067014658,642.004212585945,391.657481470039,259.414035409536,181.003457924827,140.730085018716,87.7369981865606,36.5331769302188,35.6105111903854,35.6105165540039,45.419620009086,33.2237170626894,19.2620036440424,20.4614535513322,46.1310825444792,27.9921347898776,0
20,0,0,159.725178916903,294.853232626033,776.649272451973,1112.89934150856,886.837841186475,919.349414534226,938.212724326638,537.827723792958,329.671644640967,269.209182729363,139.894379625115,92.1586579797502,45.419620009086,35.6105111903854,33.975664190284,33.975664190284,30.3939470492857,22.9144669126422,0,0,0,0
21,0,0,168.465892481977,711.976370042475,995.37816996556,653.449101674361,994.329582554938,861.700706871278,622.972485173618,633.485177372181,760.532135315512,351.65765310583,261.962665997287,124.106836843553,97.2387555761518,55.1664786718393,32.3408118265642,32.4210730133291,30.5445413650302,20.0550253618699,20.8968560077622,0,0,0
22,0,0,105.072963983838,226.900102069659,516.343589108207,1003.6440423876,963.64163948653,1187.45042005178,827.400903126078,762.494146951346,796.89264127637,360.324509644591,218.247995481688,213.177659670899,139.999345638547,77.6903507967387,46.4421241430949,20.8968560077622,19.1555840900058,20.8968560077622,20.8968560077622,20.8968560077622,5.78067198630346,0
23,0.006595528994917,16.1388490640218,31.698223515927,179.712005869944,559.608305670471,816.431230633985,1063.06274414521,1028.9619306452,1226.8467340659,901.646255416584,773.840881821785,593.986418245314,309.224082861469,228.678087955834,149.74638130071,82.6561496835733,43.2098574725664,20.9332910680198,20.8096274806065,21.1150533706856,21.2862386177312,0.663080551358524,21.376867678996,-0.984621433126673
24,0,30.1764737748557,41.1725084517218,338.778264257973,246.713684146163,426.766387061236,1219.20947772838,1093.79574160875,925.555657464306,950.144629972007,753.34917746229,665.037735737736,591.853843542177,349.295944621712,184.073324955361,131.55776107547,51.2819262684824,17.8876193203974,29.985282230922,29.432067894828,31.6962979768967,31.4790446108239,31.290368603952,19.1383400566291
